city,title,brand,brand_series,version,year,distance,disaplacement,tl_number,price,guiding_price,service,is_strict
bj,雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,雪佛兰,科鲁兹,SL天地版 AT,2013,8.2,1.6L,1.6,4.70,13.90,到店服务,非严选
bj,福特 福克斯 2012款 两厢经典 1.8L 手动基本型,福特,福克斯,手动基本型,2015,5.6,1.8L,1.8,5.00,10.80,到店服务,非严选
bj,丰田 卡罗拉 2014款 1.6L CVT GL-i真皮版,丰田,卡罗拉,CVT GL-i真皮版,2015,6.2,1.6L,1.6,8.30,14.60,到店服务,严选车
bj,别克 英朗 2010款 GT 1.6L 自动时尚版,别克,英朗,自动时尚版,2011,5.3,1.6L,1.6,5.00,16.60,到店服务,非严选
bj,奥迪Q3 2015款 30 TFSI 进取型,奥迪Q3,,,2015,6.5,,,15.62,29.00,到店服务,严选车
bj,大众 途观 2012款 2.0TSI 自动四驱旗舰版,大众,途观,SI 自动四驱旗舰版,2012,9.9,2.0T,2.0,10.90,11.42,到店服务,严选车
bj,哈弗H9 2017款 2.0T 汽油四驱尊享型 5座,哈弗H9,,汽油四驱尊享型 5座,2017,2.9,2.0T,2.0,19.22,27.80,到店服务,严选车
bj,大众 迈腾 2016款 1.8TSI 智享豪华型,大众,迈腾,SI 智享豪华型,2016,5.1,1.8T,1.8,13.80,25.50,,非严选
bj,别克GL8 2014款 2.4L 经典版,别克GL8,,经典版,2015,5.6,2.4L,2.4,11.79,22.70,到店服务,严选车
bj,现代 瑞纳 2010款 三厢 1.4L 自动舒适型GS,现代,瑞纳,自动舒适型GS,2011,5.2,1.4L,1.4,3.50,9.40,到店服务,非严选
bj,标致308 2014款 乐享版 经典 1.6L 手动优尚型,标致308,,手动优尚型,2015,2.0,1.6L,1.6,5.00,11.50,到店服务,非严选
bj,大众 速腾 2014款 1.4TSI 自动时尚型,大众,速腾,SI 自动时尚型,2014,7.1,1.4T,1.4,8.00,16.90,到店服务,非严选
bj,福特 探险者 2013款 3.5L 尊享型(进口),福特,探险者,尊享型(进口),2014,8.2,3.5L,3.5,19.40,54.30,到店服务,严选车
bj,奥迪Q3 2015款 35 TFSI 进取型,奥迪Q3,,,2014,9.3,,,14.57,15.15,到店服务,严选车
bj,福特 蒙迪欧 2013款 2.0L GTDi200时尚型,福特,蒙迪欧,GTDi200时尚型,2015,4.2,2.0L,2.0,12.00,22.00,到店服务,非严选
bj,三菱 劲炫ASX 2013款 2.0L CVT两驱精英版,三菱,劲炫ASX,CVT两驱精英版,2015,5.8,2.0L,2.0,7.60,15.20,到店服务,非严选
bj,奔驰E级 2015款 改款 E 260 L,奔驰E级,,,2016,4.7,,,28.60,53.00,到店服务,非严选
bj,丰田 RAV4 2011款 2.0L 自动四驱版,丰田,RAV4,自动四驱版,2012,7.3,2.0L,2.0,9.47,23.60,店内直卖,严选车
bj,别克 凯越 2013款 1.5L 手动尊享型,别克,凯越,手动尊享型,2014,4.9,1.5L,1.5,3.70,11.50,到店服务,非严选
bj,哈弗H2 2016款 红标 1.5T 自动两驱精英型,哈弗H2,,自动两驱精英型,2016,2.4,1.5T,1.5,6.44,12.70,到店服务,严选车
bj,长安CS75 2014款 1.8T 自动精英型 国IV,长安CS75,,自动精英型 国IV,2015,5.1,1.8T,1.8,7.00,14.70,到店服务,非严选
bj,雪佛兰 迈锐宝 2013款 2.4L 自动豪华版,雪佛兰,迈锐宝,自动豪华版,2014,4.5,2.4L,2.4,8.33,8.6,到店服务,严选车
bj,雪佛兰 科鲁兹 2013款 1.6L SE MT,雪佛兰,科鲁兹,SE MT,2013,6.3,1.6L,1.6,4.50,13.00,到店服务,非严选
bj,英菲尼迪QX50 2015款 2.5L 舒适版,英菲尼迪QX50,,舒适版,2015,6.4,2.5L,2.5,18.85,19.31,到店服务,严选车
bj,福特 福克斯 2012款 两厢 1.6L 自动风尚型,福特,福克斯,自动风尚型,2013,7.6,1.6L,1.6,5.10,15.60,到店服务,非严选
bj,大众 朗逸 2011款 2.0L 手动品悠版,大众,朗逸,手动品悠版,2011,11.7,2.0L,2.0,3.80,12.70,到店服务,非严选
bj,雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,雪佛兰,科帕奇,四驱旗舰版 7座,2012,14.7,2.4L,2.4,7.27,7.6,到店服务,严选车
bj,现代 悦动 2010款 1.6L AT GLS,现代,悦动,AT GLS,2011,9.7,1.6L,1.6,3.40,3.44,到店服务,严选车
bj,别克 凯越 2015款 1.5L 自动经典型,别克,凯越,自动经典型,2016,7.2,1.5L,1.5,5.00,10.00,到店服务,非严选
bj,别克 君越 2012款 2.4L SIDI雅致版,别克,君越,SIDI雅致版,2013,6.8,2.4L,2.4,10.00,25.60,到店服务,非严选
bj,宝马3系 2012款 320i 豪华型,宝马3系,,,2012,8.2,,,9.97,42.20,到店服务,严选车
bj,别克 英朗 2015款 18T 双离合豪华型,别克,英朗,,2015,3.0,,,7.80,7.95,到店服务,严选车
bj,北汽绅宝 绅宝D70 2013款 2.0T 豪华版,北汽绅宝,绅宝D70,豪华版,2014,4.3,2.0T,2.0,4.67,19.70,到店服务,严选车
bj,江淮 瑞风M4 2016款 2.0L 手动豪华智能型,江淮,瑞风M4,手动豪华智能型,2017,6.5,2.0L,2.0,8.20,14.10,到店服务,非严选
bj,大众 迈腾 2017款 330TSI DSG 尊贵型,大众,迈腾,DSG 尊贵型,2017,4.7,330TSI,330,18.17,28.10,店内直卖,严选车
bj,本田 雅阁 2014款 2.0L LX 舒适版,本田,雅阁,LX 舒适版,2015,4.3,2.0L,2.0,12.68,19.50,到店服务,非严选
bj,大众 高尔夫 2012款 1.4TSI 自动豪华型,大众,高尔夫,SI 自动豪华型,2014,7.7,1.4T,1.4,8.50,18.20,到店服务,非严选
bj,大众 途观 2010款 2.0TSI 自动四驱菁英版,大众,途观,SI 自动四驱菁英版,2011,7.4,2.0T,2.0,11.58,30.60,到店服务,严选车
bj,铃木 天语 SX4 2009款 两厢 1.6L 自动运动型,铃木,天语,自动运动型,2009,9.0,1.6L,1.6,3.20,12.90,到店服务,非严选
bj,日产 阳光 2015款 1.5XE 手动大师版,日产,阳光,,2016,4.7,,,4.70,9.10,到店服务,非严选
bj,别克 昂科威 2018款 28T 四驱精英型,别克,昂科威,,2018,0.9,,,19.80,20.35,店内直卖,严选车
bj,雷诺 科雷嘉 2017款 2.0L 两驱舒适版,雷诺,科雷嘉,两驱舒适版,2017,2.0,2.0L,2.0,10.76,17.80,店内直卖,严选车
bj,大众 捷达 2013款 1.4L 手动舒适型,大众,捷达,手动舒适型,2013,4.4,1.4L,1.4,4.30,10.10,到店服务,非严选
bj,大众POLO 2014款 1.6L 手动舒适版,大众POLO,,手动舒适版,2015,8.9,1.6L,1.6,4.50,10.00,到店服务,非严选
bj,奇瑞 瑞虎3 2015款 1.6L 手动风尚运动版,奇瑞,瑞虎3,手动风尚运动版,2015,2.0,1.6L,1.6,4.00,8.00,到店服务,非严选
bj,哈弗H1 2015款 1.5L 手动都市型,哈弗H1,,手动都市型,2014,8.7,1.5L,1.5,3.10,3.14,到店服务,严选车
bj,雪铁龙 世嘉 2014款 VTS版 1.6L 手动品尚型,雪铁龙,世嘉,手动品尚型,2015,1.5,1.6L,1.6,5.40,5.57,到店服务,严选车
bj,荣威RX5 2016款 20T 两驱自动互联网智享版,荣威RX5,,,2017,3.2,,,9.21,9.43,店内直卖,严选车
bj,大众 朗逸 2018款 280TSI DSG舒适版,大众,朗逸,DSG舒适版,2018,0.3,280TSI,280,12.26,16.30,到店服务,严选车
bj,福特 翼搏 2013款 1.5L 自动尊贵型,福特,翼搏,自动尊贵型,2016,2.8,1.5L,1.5,7.00,13.90,到店服务,非严选
bj,路虎 发现 2016款 3.0 V6 SC HSE(进口),路虎,发现,,2016,4.0,,,66.00,100.70,,非严选
bj,马自达 昂克赛拉 2014款 两厢 2.0L 自动旗舰型,马自达,昂克赛拉,自动旗舰型,2015,4.2,2.0L,2.0,9.70,9.85,到店服务,严选车
bj,哈弗H1 2015款 1.5L AMT豪华型,哈弗H1,,AMT豪华型,2015,2.2,1.5L,1.5,4.00,8.50,到店服务,非严选
bj,雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,雪佛兰,科帕奇,四驱旗舰版 7座,2013,5.2,2.4L,2.4,8.46,9.01,到店服务,严选车
bj,起亚K3 2013款 1.6L 手动GLS,起亚K3,,手动GLS,2014,3.2,1.6L,1.6,5.00,12.50,到店服务,非严选
bj,雪佛兰 科鲁兹 2013款 1.6L SE MT,雪佛兰,科鲁兹,SE MT,2013,6.9,1.6L,1.6,4.70,13.00,到店服务,非严选
bj,Jeep 自由光 2016款 2.4L 专业版,Jeep,自由光,专业版,2017,4.0,2.4L,2.4,16.00,27.10,到店服务,非严选
bj,福特 翼虎 2015款 1.5L GTDi 四驱精英型,福特,翼虎,GTDi 四驱精英型,2016,7.4,1.5L,1.5,12.15,12.85,到店服务,严选车
bj,大众 高尔夫 2011款 1.4TSI 自动舒适型,大众,高尔夫,SI 自动舒适型,2011,8.0,1.4T,1.4,5.94,16.30,到店服务,非严选
bj,奥迪Q5 2015款 40 TFSI 舒适型,奥迪Q5,,,2015,7.0,,,24.00,52.70,,非严选
bj,别克 君威 2010款 2.0L 世博版,别克,君威,世博版,2011,8.0,2.0L,2.0,6.05,22.10,到店服务,非严选
bj,起亚K2 2015款 三厢 1.4L AT GLS,起亚K2,,AT GLS,2016,1.3,1.4L,1.4,5.50,9.30,到店服务,非严选
bj,大众 宝来 2012款 1.6L 手动时尚型,大众,宝来,手动时尚型,2011,4.3,1.6L,1.6,4.14,4.24,到店服务,严选车
bj,斯柯达 速派 2016款 TSI280 DSG前行版,斯柯达,速派,,2019,0.3,,,12.50,19.50,到店服务,非严选
bj,现代ix35 2012款 2.0L 自动四驱尊贵版GLS,现代ix35,,自动四驱尊贵版GLS,2012,6.9,2.0L,2.0,8.00,23.40,,非严选
bj,大众 宝来 2013款 1.6L 自动舒适型,大众,宝来,自动舒适型,2013,4.8,1.6L,1.6,6.60,13.90,到店服务,非严选
bj,标致3008 2013款 1.6THP 自动至尚版,标致3008,,HP 自动至尚版,2013,10.4,1.6T,1.6,7.23,7.53,到店服务,严选车
bj,福特 蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,福特,蒙迪欧-致胜,GTDi200豪华型,2012,2.6,2.0L,2.0,7.24,7.65,到店服务,严选车
bj,捷豹XJ 2015款 XJL 3.0 SC 四驱尊享商务80周年典藏版,捷豹XJ,,,2015,6.7,,,42.00,133.30,,非严选
bj,雪铁龙 世嘉 2013款 两厢 1.6L 手动乐尚型,雪铁龙,世嘉,手动乐尚型,2013,6.0,1.6L,1.6,3.40,3.49,店内直卖,严选车
bj,大众 宝来 2012款 1.6L 自动舒适型,大众,宝来,自动舒适型,2012,6.0,1.6L,1.6,5.04,5.12,到店服务,严选车
bj,斯柯达 明锐 2012款 1.6L 自动逸杰版,斯柯达,明锐,自动逸杰版,2012,7.0,1.6L,1.6,5.00,15.30,到店服务,非严选
bj,三菱 欧蓝德 2013款 2.4L 四驱豪华导航版 5座(进口),三菱,欧蓝德,四驱豪华导航版 5座(进口),2014,5.2,2.4L,2.4,12.00,29.30,,非严选
bj,吉利 博越 2016款 1.8TD 自动四驱智尊型,吉利,博越,D 自动四驱智尊型,2016,1.0,1.8T,1.8,10.21,10.37,到店服务,严选车
bj,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,大众,朗逸,自动舒适版,2014,5.5,1.6L,1.6,6.80,15.00,到店服务,非严选
bj,大众 速腾 2012款 1.4TSI 手动豪华型,大众,速腾,SI 手动豪华型,2012,6.4,1.4T,1.4,6.00,16.70,到店服务,非严选
bj,大众 凌渡 2015款 280TSI DSG舒适版,大众,凌渡,DSG舒适版,2016,4.2,280TSI,280,11.80,20.00,到店服务,非严选
bj,现代ix35 2012款 2.0L 自动两驱精英版GLS,现代ix35,,自动两驱精英版GLS,2012,9.9,2.0L,2.0,7.30,21.30,到店服务,非严选
bj,福特 福睿斯 2015款 1.5L 自动舒适型,福特,福睿斯,自动舒适型,2015,2.9,1.5L,1.5,6.00,11.70,到店服务,非严选
bj,MG3 2011款 1.3L AMT舒适版,MG3,,AMT舒适版,2012,3.5,1.3L,1.3,2.70,8.30,到店服务,非严选
bj,别克 英朗 2015款 15N 自动精英型,别克,英朗,,2016,5.7,,,6.80,13.80,到店服务,非严选
bj,标致2008 2014款 1.6L 自动时尚版,标致2008,,自动时尚版,2016,2.4,1.6L,1.6,6.60,13.20,,非严选
bj,福特 福克斯 2011款 两厢 1.8L 手动舒适型,福特,福克斯,手动舒适型,2012,6.6,1.8L,1.8,3.70,12.50,到店服务,非严选
bj,别克 英朗 2012款 GT 1.6L 自动时尚版,别克,英朗,自动时尚版,2013,5.4,1.6L,1.6,6.00,16.60,到店服务,非严选
bj,福特 嘉年华 2011款 两厢 1.5L 自动时尚型,福特,嘉年华,自动时尚型,2011,5.5,1.5L,1.5,3.20,10.60,到店服务,非严选
bj,起亚K2 2015款 三厢 1.4L MT GLS,起亚K2,,MT GLS,2016,3.9,1.4L,1.4,4.50,8.50,到店服务,非严选
bj,马自达6 2008款 2.0L 自动时尚型,马自达6,,自动时尚型,2009,10.0,2.0L,2.0,4.50,19.50,到店服务,非严选
bj,海马S5 2014款 1.6L 手动智尊型,海马S5,,手动智尊型,2015,7.8,1.6L,1.6,4.50,11.70,到店服务,非严选
bj,别克 英朗 2010款 XT 1.6L 手动进取版,别克,英朗,手动进取版,2016,11.0,1.6L,1.6,4.00,14.60,,非严选
bj,纳智捷 优6 SUV 2014款 2.0T 时尚型,纳智捷,优6,时尚型,2014,9.3,2.0T,2.0,5.35,5.6,到店服务,严选车
bj,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,福特,嘉年华,自动时尚型,2014,3.5,1.5L,1.5,5.00,10.70,到店服务,非严选
bj,别克 英朗 2010款 GT 1.6L 手动进取版,别克,英朗,手动进取版,2011,9.9,1.6L,1.6,3.30,14.90,,非严选
bj,日产 骐达 2011款 1.6L CVT智能型,日产,骐达,CVT智能型,2011,4.6,1.6L,1.6,5.61,5.95,到店服务,严选车
bj,福特 福克斯 2013款 两厢经典 1.8L 自动基本型,福特,福克斯,自动基本型,2013,6.4,1.8L,1.8,5.00,11.90,到店服务,非严选
bj,长城C30 2013款 1.5L 手动豪华型,长城C30,,手动豪华型,2014,6.2,1.5L,1.5,2.80,7.30,到店服务,非严选
bj,大众 宝来 2013款 1.6L 自动舒适型,大众,宝来,自动舒适型,2013,5.8,1.6L,1.6,6.50,13.90,到店服务,非严选
bj,长安商用 欧尚 2016款 1.5L 手动豪华型7座,长安商用,欧尚,手动豪华型7座,2017,3.6,1.5L,1.5,4.00,7.00,到店服务,非严选
bj,福特 蒙迪欧 2013款 2.0L GTDi240豪华运动型,福特,蒙迪欧,GTDi240豪华运动型,2014,6.3,2.0L,2.0,11.07,11.51,店内直卖,严选车
bj,福特 福克斯 2012款 两厢经典 1.8L 自动基本型,福特,福克斯,自动基本型,2013,5.0,1.8L,1.8,4.38,11.90,到店服务,非严选
bj,路虎 揽胜极光 2015款 2.0T 五门智耀版,路虎,揽胜极光,五门智耀版,2015,5.4,2.0T,2.0,21.11,21.63,到店服务,严选车
bj,斯柯达 明锐 2010款 2.0L 自动逸俊版,斯柯达,明锐,自动逸俊版,2010,4.9,2.0L,2.0,4.30,16.50,,非严选
bj,标致408 2013款 2.0L 自动舒适版,标致408,,自动舒适版,2013,5.6,2.0L,2.0,4.80,15.60,到店服务,非严选
bj,大众 捷达 2015款 质惠版 1.4L 手动时尚型,大众,捷达,手动时尚型,2014,5.4,1.4L,1.4,4.70,8.70,到店服务,非严选
bj,斯巴鲁 傲虎 2013款 2.5i 运动版,斯巴鲁,傲虎,,2012,15.6,,,11.34,12.06,到店服务,严选车
bj,福特 锐界 2015款 2.0T GTDi 两驱豪锐型,福特,锐界,GTDi 两驱豪锐型,2015,12.2,2.0T,2.0,16.82,17.49,到店服务,严选车
bj,日产 轩逸 2016款 1.6XV CVT智享版,日产,轩逸,,2016,1.3,,,9.47,15.20,店内直卖,严选车
bj,宝马5系 2014款 525Li 豪华设计套装,宝马5系,,,2015,6.5,,,27.71,29.23,到店服务,严选车
bj,宝马5系GT 2010款 535i 领先型(进口),宝马5系GT,,,2011,7.4,,,25.00,95.50,到店服务,非严选
bj,路虎 揽胜极光 2015款 2.0T 五门智耀版,路虎,揽胜极光,五门智耀版,2015,1.1,2.0T,2.0,24.55,50.80,到店服务,严选车
bj,路虎 揽胜极光 2015款 2.0T 五门智耀版,路虎,揽胜极光,五门智耀版,2015,5.4,2.0T,2.0,21.11,21.63,到店服务,严选车
bj,马自达CX-5 2013款 2.5L 自动四驱豪华型,马自达CX-5,,自动四驱豪华型,2015,7.2,2.5L,2.5,12.48,24.90,到店服务,严选车
bj,宝马5系 2014款 525Li 豪华设计套装,宝马5系,,,2015,3.7,,,29.50,30.07,到店服务,严选车
bj,斯巴鲁 傲虎 2013款 2.5i 运动版,斯巴鲁,傲虎,,2012,15.6,,,11.34,12.06,到店服务,严选车
bj,大众 迈腾 2013款 1.8TSI 领先型,大众,迈腾,SI 领先型,2014,8.3,1.8T,1.8,11.00,11.18,到店服务,严选车
bj,日产 天籁 2011款 2.5L XL领先版,日产,天籁,XL领先版,2012,6.1,2.5L,2.5,9.20,9.73,到店服务,严选车
bj,MG6 2012款 掀背 1.8L 自动驾值版,MG6,,自动驾值版,2012,9.0,1.8L,1.8,3.89,3.95,到店服务,严选车
bj,雪佛兰 爱唯欧 2014款 两厢 1.4SL AT 时尚版,雪佛兰,爱唯欧,,2015,0.7,,,5.00,9.40,到店服务,非严选
bj,别克 英朗 2015款 15N 自动豪华型,别克,英朗,,2015,7.5,,,7.00,14.90,,非严选
bj,北京汽车E系列 2012款 两厢 1.5L 自动乐尚版,北京汽车E系列,,自动乐尚版,2014,6.4,1.5L,1.5,2.65,8.20,,非严选
bj,别克 英朗 2015款 15N 自动精英型,别克,英朗,,2016,4.5,,,6.70,13.80,到店服务,非严选
bj,传祺GA3S视界 2014款 1.6L 手动豪华ESP版,传祺GA3S视界,,手动豪华ESP版,2015,6.6,1.6L,1.6,3.29,9.20,到店服务,非严选
bj,荣威350 2015款 1.5L 自动豪华天窗版,荣威350,,自动豪华天窗版,2015,3.2,1.5L,1.5,4.50,9.50,到店服务,非严选
bj,现代 索纳塔九 2015款 1.6T GLX领先型,现代,索纳塔九,GLX领先型,2015,4.4,1.6T,1.6,11.00,22.60,,非严选
bj,别克 凯越 2011款 1.6LX-MT,别克,凯越,X-MT,2012,7.1,1.6L,1.6,3.00,10.80,到店服务,非严选
bj,大众 高尔夫 2012款 1.4TSI 自动舒适型,大众,高尔夫,SI 自动舒适型,2012,11.6,1.4T,1.4,6.50,15.70,到店服务,非严选
bj,起亚 智跑 2015款 2.0L 自动两驱版GLS,起亚,智跑,自动两驱版GLS,2016,6.4,2.0L,2.0,9.50,18.80,到店服务,非严选
bj,现代 全新胜达 2013款 2.4L 自动四驱尊贵型,现代,全新胜达,自动四驱尊贵型,2013,6.8,2.4L,2.4,10.80,11.59,到店服务,严选车
bj,起亚 狮跑 2012款 2.0L 自动两驱版GLS,起亚,狮跑,自动两驱版GLS,2012,7.0,2.0L,2.0,5.80,20.00,到店服务,非严选
bj,福特 翼虎 2013款 1.6L GTDi 四驱精英型,福特,翼虎,GTDi 四驱精英型,2013,6.9,1.6L,1.6,9.64,10.24,到店服务,严选车
bj,雪佛兰 科鲁兹 2013款 1.6L SE MT,雪佛兰,科鲁兹,SE MT,2013,4.8,1.6L,1.6,4.60,13.00,到店服务,非严选
bj,马自达6 2012款 2.0L 自动时尚型,马自达6,,自动时尚型,2012,8.4,2.0L,2.0,6.50,19.50,,非严选
bj,雪佛兰 科鲁兹 2012款 1.6L SL天地版 MT,雪佛兰,科鲁兹,SL天地版 MT,2013,4.5,1.6L,1.6,4.20,12.40,到店服务,非严选
bj,现代ix35 2013款 2.4L 自动两驱领先型GLX 国IV,现代ix35,,自动两驱领先型GLX 国IV,2014,14.1,2.4L,2.4,8.00,23.20,,非严选
bj,大众POLO 2012款 1.6L Cross POLO AT,大众POLO,,Cross POLO AT,2013,3.1,1.6L,1.6,6.40,13.70,到店服务,非严选
bj,起亚K2 2015款 三厢 1.4L MT GLS,起亚K2,,MT GLS,2016,3.6,1.4L,1.4,4.50,8.50,到店服务,非严选
bj,福特 福克斯 2012款 两厢 1.6L 手动舒适型,福特,福克斯,手动舒适型,2013,2.2,1.6L,1.6,5.00,13.00,到店服务,非严选
bj,大众 捷达 2015款 质惠版 1.4L 手动时尚型,大众,捷达,手动时尚型,2014,5.4,1.4L,1.4,4.70,8.70,到店服务,非严选
bj,比亚迪S7 2016款 2.0T 自动旗舰型,比亚迪S7,,自动旗舰型,2015,2.8,2.0T,2.0,6.98,7.42,到店服务,严选车
bj,日产 阳光 2011款 1.5XE 手动舒适版,日产,阳光,,2013,8.9,,,3.60,9.00,,非严选
bj,长安CS35 2015款 1.6L 手动豪华型 国IV,长安CS35,,手动豪华型 国IV,2015,2.9,1.6L,1.6,4.70,9.00,到店服务,非严选
bj,起亚 智跑 2012款 2.0L 自动两驱版GLS,起亚,智跑,自动两驱版GLS,2013,8.8,2.0L,2.0,8.35,20.90,,非严选
bj,福特 蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,福特,蒙迪欧-致胜,GTDi200豪华型,2012,7.3,2.0L,2.0,7.18,23.60,到店服务,非严选
bj,福特 福克斯 2011款 两厢 1.8L 手动经典型,福特,福克斯,手动经典型,2011,8.4,1.8L,1.8,3.30,11.40,到店服务,非严选
bj,别克 昂科拉 2015款 1.4T 手动两驱都市进取型,别克,昂科拉,手动两驱都市进取型,2015,7.1,1.4T,1.4,6.50,15.20,到店服务,非严选
bj,马自达 阿特兹 2015款 2.5L 蓝天至尊版,马自达,阿特兹,蓝天至尊版,2016,2.7,2.5L,2.5,13.77,14.38,店内直卖,严选车
bj,现代 途胜 2015款 1.6T 双离合两驱智能型,现代,途胜,双离合两驱智能型,2016,2.6,1.6T,1.6,11.60,19.50,店内直卖,严选车
bj,标致408 2016款 1.6T 自动豪华版,标致408,,自动豪华版,2016,4.0,1.6T,1.6,8.87,9.21,店内直卖,严选车
bj,雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,雪佛兰,科帕奇,四驱旗舰版 7座,2012,7.7,2.4L,2.4,7.30,28.60,到店服务,非严选
bj,奔驰GLK级 2014款 GLK 200 标准型,奔驰GLK级,,,2014,9.5,,,21.36,41.00,,非严选
bj,奥迪A6L 2016款 TFSI 舒适型,奥迪A6L,,,2016,4.2,,,26.18,28.01,到店服务,严选车
bj,奥迪Q5 2015款 40 TFSI 进取型,奥迪Q5,,,2015,9.9,,,20.42,21.56,到店服务,严选车
bj,奥迪A6L 2014款 TFSI 标准型,奥迪A6L,,,2014,5.3,,,22.94,23.78,到店服务,严选车
bj,大众 帕萨特 2011款 2.0TSI DSG至尊版,大众,帕萨特,SI DSG至尊版,2012,2.8,2.0T,2.0,12.66,30.90,到店服务,严选车
bj,本田 歌诗图 2014款 2.4L 豪华版,本田,歌诗图,豪华版,2014,4.9,2.4L,2.4,14.15,14.85,到店服务,严选车
bj,宝马3系 2012款 318i领先型(进口),宝马3系,,,2012,8.0,,,9.50,32.50,,非严选
bj,宝马5系 2013款 525Li 领先型,宝马5系,,,2013,9.7,,,21.00,49.90,,非严选
bj,日产 奇骏 2014款 2.0L CVT舒适版 2WD,日产,奇骏,CVT舒适版 2WD,2016,2.5,2.0L,2.0,14.10,14.32,到店服务,严选车
bj,标致408 2015款 1.2T 自动豪华版,标致408,,自动豪华版,2016,2.5,1.2T,1.2,8.00,16.50,到店服务,非严选
bj,别克 凯越 2015款 1.5L 自动经典型,别克,凯越,自动经典型,2015,2.9,1.5L,1.5,5.00,10.00,到店服务,非严选
bj,大众CC 2013款 2.0TSI 尊贵型,大众CC,,SI 尊贵型,2013,7.7,2.0T,2.0,13.00,29.10,,非严选
bj,雪佛兰 科鲁兹 2012款 1.6L SE MT,雪佛兰,科鲁兹,SE MT,2012,7.3,1.6L,1.6,3.60,13.00,到店服务,非严选
bj,奥迪Q3 2015款 35 TFSI 舒适型,奥迪Q3,,,2015,3.1,,,16.20,34.30,,非严选
bj,大众 高尔夫 2012款 1.4TSI 自动舒适型,大众,高尔夫,SI 自动舒适型,2012,11.6,1.4T,1.4,6.50,15.70,到店服务,非严选
bj,长安 逸动 2015款 1.6L 手动豪华型 国V,长安,逸动,手动豪华型 国V,2015,6.2,1.6L,1.6,4.00,8.80,到店服务,非严选
bj,别克 英朗 2013款 GT 1.6L 自动时尚版,别克,英朗,自动时尚版,2015,4.1,1.6L,1.6,6.00,16.60,到店服务,非严选
bj,斯柯达 晶锐 2012款 1.4L 手动晶致版,斯柯达,晶锐,手动晶致版,2013,5.6,1.4L,1.4,3.50,8.60,到店服务,非严选
bj,现代 朗动 2012款 1.6L 自动时尚型,现代,朗动,自动时尚型,2016,6.2,1.6L,1.6,6.60,12.60,到店服务,非严选
bj,标致408 2011款 2.0L 自动舒适版,标致408,,自动舒适版,2011,9.6,2.0L,2.0,3.85,3.91,到店服务,严选车
bj,别克 英朗 2016款 15N 手动进取型,别克,英朗,,2016,3.8,,,6.00,11.90,到店服务,非严选
bj,宝马3系 2012款 318i领先型(进口),宝马3系,,,2012,6.2,,,12.00,32.50,,非严选
bj,大众 途观 2013款 1.8TSI 自动两驱豪华型,大众,途观,SI 自动两驱豪华型,2014,7.5,1.8T,1.8,13.06,28.20,到店服务,非严选
bj,大众POLO 2014款 1.4L 手动风尚版,大众POLO,,手动风尚版,2014,3.6,1.4L,1.4,4.30,8.20,到店服务,非严选
bj,别克 君越 2011款 2.4L SIDI豪华版,别克,君越,SIDI豪华版,2011,4.4,2.4L,2.4,9.37,29.80,到店服务,非严选
bj,东风风行 景逸X3 2015款 1.5L 舒适型,东风风行,景逸X3,舒适型,2015,7.5,1.5L,1.5,3.30,7.30,到店服务,非严选
bj,福特 翼虎 2013款 1.6L GTDi 四驱精英型,福特,翼虎,GTDi 四驱精英型,2013,5.1,1.6L,1.6,10.80,26.00,到店服务,非严选
bj,大众 桑塔纳 2015款 1.6L 手动风尚版,大众,桑塔纳,手动风尚版,2016,4.6,1.6L,1.6,5.00,9.80,到店服务,非严选
bj,别克 英朗 2013款 GT 1.6L 手动进取版,别克,英朗,手动进取版,2014,3.4,1.6L,1.6,6.10,14.90,到店服务,非严选
bj,哈弗H6 2011款 2.0L 手动两驱都市型,哈弗H6,,手动两驱都市型,2012,3.2,2.0L,2.0,4.60,10.40,到店服务,非严选
bj,别克 英朗 2012款 GT 1.6L 自动时尚版,别克,英朗,自动时尚版,2012,2.6,1.6L,1.6,6.30,16.60,到店服务,非严选
bj,起亚 智跑 2012款 2.0L 自动两驱版GLS,起亚,智跑,自动两驱版GLS,2013,8.8,2.0L,2.0,8.35,20.90,,非严选
bj,现代 朗动 2012款 1.6L 自动领先型,现代,朗动,自动领先型,2012,4.4,1.6L,1.6,6.00,13.70,,非严选
bj,福特 蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,福特,蒙迪欧-致胜,GTDi200豪华型,2012,4.8,2.0L,2.0,7.50,23.60,,非严选
bj,雪佛兰 科鲁兹 2009款 1.6L SE MT,雪佛兰,科鲁兹,SE MT,2011,3.4,1.6L,1.6,4.00,13.00,,非严选
bj,福特 翼搏 2013款 1.5L 自动尊贵型,福特,翼搏,自动尊贵型,2014,5.8,1.5L,1.5,7.00,13.90,到店服务,非严选
